threshold_percents	cluster_id	representative	cluster_size
70	260	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_56.pdb	1
70	261	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_57.pdb	1
70	262	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_58.pdb	1
70	263	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_59.pdb	1
70	264	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_6.pdb	1
70	265	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_60.pdb	1
70	266	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_61.pdb	1
70	267	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_62.pdb	1
70	268	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_64.pdb	1
70	269	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_65.pdb	1
70	270	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_66.pdb	1
70	271	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_7.pdb	1
70	272	afm_dropout_full_woTemplates_r3_model_5_multimer_v1_pred_8.pdb	1
70	273	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_24.pdb	1
70	274	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_34.pdb	1
70	275	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_38.pdb	1
70	276	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_63.pdb	1
70	277	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_9.pdb	1
70	278	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_0.pdb	1
70	279	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_19.pdb	1
70	280	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_29.pdb	1
70	281	afm_dropout_full_woTemplates_r3_model_5_multimer_v3_pred_4.pdb	1
70	282	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_12.pdb	1
70	283	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_37.pdb	1
70	284	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_60.pdb	1
70	285	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_9.pdb	1
70	286	afm_dropout_noSM_woTemplates_model_1_multimer_v2_pred_45.pdb	1
70	287	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_18.pdb	1
70	288	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_19.pdb	1
70	289	afm_dropout_noSM_woTemplates_model_2_multimer_v2_pred_21.pdb	1
70	290	afm_dropout_noSM_woTemplates_model_3_multimer_v3_pred_0.pdb	1
70	291	afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_5.pdb	1
70	292	afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_51.pdb	1
70	293	afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_28.pdb	1
70	294	afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_30.pdb	1
70	295	afm_woTemplates_model_1_multimer_v1_pred_5.pdb	1
70	296	afm_woTemplates_model_3_multimer_v1_pred_10.pdb	1
70	297	afm_woTemplates_model_4_multimer_v1_pred_15.pdb	1
70	298	afm_woTemplates_model_5_multimer_v1_pred_24.pdb	1
70	299	afm_woTemplates_model_5_multimer_v1_pred_28.pdb	1
70	300	afm_woTemplates_model_5_multimer_v1_pred_42.pdb	1
70	301	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_40.pdb	1
70	302	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_66.pdb	1
70	303	cf_woTemplates_model_5_multimer_v1_pred_65.pdb	1

80	1	cf_dropout_full_woTemplates_model_5_multimer_v3_pred_57.pdb	5623
80	2	afm_woTemplates_model_2_multimer_v1_pred_7.pdb	1166
80	3	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_13.pdb	138
80	4	afm_woTemplates_model_1_multimer_v2_pred_52.pdb	104
80	5	afm_woTemplates_model_4_multimer_v1_pred_33.pdb	48
80	6	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_26.pdb	31
80	7	cf_woTemplates_model_2_multimer_v1_pred_17.pdb	29
80	8	afm_woTemplates_model_1_multimer_v1_pred_39.pdb	26
80	9	afm_woTemplates_model_1_multimer_v1_pred_31.pdb	24
80	10	afm_dropout_full_woTemplates_r3_model_1_multimer_v3_pred_33.pdb	21
80	11	cf_dropout_full_woTemplates_model_3_multimer_v2_pred_23.pdb	18
80	12	afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_27.pdb	20
80	13	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_47.pdb	21
80	14	afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_57.pdb	15
80	15	afm_woTemplates_model_5_multimer_v1_pred_12.pdb	15
80	16	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_27.pdb	13
80	17	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_47.pdb	14
80	18	afm_woTemplates_model_3_multimer_v1_pred_22.pdb	13
80	19	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_13.pdb	12
80	20	afm_basic_model_4_multimer_v2_pred_21.pdb	9
80	21	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_60.pdb	12
80	22	afm_woTemplates_model_1_multimer_v1_pred_19.pdb	9
80	23	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_3.pdb	8
80	24	afm_woTemplates_model_3_multimer_v1_pred_48.pdb	7
80	25	afm_basic_model_2_multimer_v1_pred_10.pdb	7
80	26	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_11.pdb	6
80	27	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_27.pdb	7
80	28	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_38.pdb	7
80	29	afm_dropout_noSM_woTemplates_model_2_multimer_v1_pred_55.pdb	6
80	30	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_46.pdb	5
80	31	afm_woTemplates_model_5_multimer_v1_pred_62.pdb	6
80	32	cf_dropout_full_woTemplates_model_1_multimer_v1_pred_41.pdb	5
80	33	cf_dropout_full_woTemplates_model_2_multimer_v2_pred_6.pdb	5
80	34	cf_dropout_full_woTemplates_model_5_multimer_v1_pred_59.pdb	5
80	35	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_56.pdb	4
80	36	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_24.pdb	6
80	37	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_32.pdb	5
80	38	afm_dropout_noSM_woTemplates_model_4_multimer_v1_pred_64.pdb	4
80	39	afm_woTemplates_model_1_multimer_v1_pred_55.pdb	5
80	40	afm_woTemplates_model_3_multimer_v1_pred_35.pdb	5
80	41	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_33.pdb	3
80	42	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_22.pdb	3
80	43	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_40.pdb	3
80	44	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_24.pdb	3
80	45	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_5.pdb	3
80	46	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_56.pdb	3
80	47	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_20.pdb	3
80	48	afm_woTemplates_model_2_multimer_v1_pred_10.pdb	3
80	49	afm_woTemplates_model_2_multimer_v1_pred_30.pdb	3
80	50	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_15.pdb	2
80	51	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_2.pdb	2
80	52	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_28.pdb	2
80	53	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_45.pdb	2
80	54	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_34.pdb	2
80	55	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_3.pdb	2
80	56	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_51.pdb	2
80	57	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_23.pdb	2
80	58	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_37.pdb	2
80	59	afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_15.pdb	2
80	60	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_13.pdb	2
80	61	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_16.pdb	2
80	62	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_17.pdb	2
80	63	afm_dropout_full_woTemplates_r3_model_4_multimer_v1_pred_21.pdb	2
80	64	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_29.pdb	2
80	65	afm_dropout_full_woTemplates_r3_model_5_multimer_v2_pred_6.pdb	2
80	66	afm_dropout_noSM_woTemplates_model_1_multimer_v1_pred_22.pdb	2
80	67	afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_20.pdb	2
80	68	afm_dropout_noSM_woTemplates_model_5_multimer_v1_pred_3.pdb	2
80	69	afm_dropout_noSM_woTemplates_model_5_multimer_v2_pred_5.pdb	2
80	70	afm_woTemplates_model_5_multimer_v1_pred_15.pdb	2
80	71	afm_woTemplates_model_5_multimer_v1_pred_23.pdb	2
80	72	afm_woTemplates_model_5_multimer_v1_pred_29.pdb	2
80	73	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_18.pdb	1
80	74	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_2.pdb	1
80	75	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_20.pdb	1
80	76	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_22.pdb	1
80	77	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_25.pdb	1
80	78	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_42.pdb	1
80	79	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_44.pdb	1
80	80	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_56.pdb	1
80	81	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_58.pdb	1
80	82	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_7.pdb	1
80	83	afm_dropout_full_woTemplates_model_1_multimer_v1_pred_9.pdb	1
80	84	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_0.pdb	1
80	85	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_1.pdb	1
80	86	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_16.pdb	1
80	87	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_19.pdb	1
80	88	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_20.pdb	1
80	89	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_22.pdb	1
80	90	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_29.pdb	1
80	91	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_30.pdb	1
80	92	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_36.pdb	1
80	93	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_38.pdb	1
80	94	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_41.pdb	1
80	95	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_42.pdb	1
80	96	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_44.pdb	1
80	97	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_47.pdb	1
80	98	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_48.pdb	1
80	99	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_49.pdb	1
80	100	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_5.pdb	1
80	101	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_55.pdb	1
80	102	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_57.pdb	1
80	103	afm_dropout_full_woTemplates_model_2_multimer_v1_pred_6.pdb	1
80	104	afm_dropout_full_woTemplates_model_2_multimer_v2_pred_50.pdb	1
80	105	afm_dropout_full_woTemplates_model_3_multimer_v1_pred_50.pdb	1
80	106	afm_dropout_full_woTemplates_model_3_multimer_v2_pred_22.pdb	1
80	107	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_11.pdb	1
80	108	afm_dropout_full_woTemplates_model_3_multimer_v3_pred_29.pdb	1
80	109	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_21.pdb	1
80	110	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_22.pdb	1
80	111	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_30.pdb	1
80	112	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_37.pdb	1
80	113	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_51.pdb	1
80	114	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_59.pdb	1
80	115	afm_dropout_full_woTemplates_model_4_multimer_v1_pred_7.pdb	1
80	116	afm_dropout_full_woTemplates_model_4_multimer_v2_pred_61.pdb	1
80	117	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_20.pdb	1
80	118	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_25.pdb	1
80	119	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_30.pdb	1
80	120	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_47.pdb	1
80	121	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_49.pdb	1
80	122	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_62.pdb	1
80	123	afm_dropout_full_woTemplates_model_5_multimer_v1_pred_63.pdb	1
80	124	afm_dropout_full_woTemplates_model_5_multimer_v2_pred_2.pdb	1
80	125	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_0.pdb	1
80	126	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_1.pdb	1
80	127	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_10.pdb	1
80	128	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_11.pdb	1
80	129	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_12.pdb	1
80	130	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_13.pdb	1
80	131	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_14.pdb	1
80	132	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_15.pdb	1
80	133	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_16.pdb	1
80	134	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_17.pdb	1
80	135	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_18.pdb	1
80	136	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_19.pdb	1
80	137	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_2.pdb	1
80	138	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_20.pdb	1
80	139	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_22.pdb	1
80	140	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_23.pdb	1
80	141	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_25.pdb	1
80	142	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_26.pdb	1
80	143	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_27.pdb	1
80	144	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_28.pdb	1
80	145	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_29.pdb	1
80	146	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_3.pdb	1
80	147	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_30.pdb	1
80	148	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_31.pdb	1
80	149	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_32.pdb	1
80	150	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_33.pdb	1
80	151	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_34.pdb	1
80	152	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_35.pdb	1
80	153	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_36.pdb	1
80	154	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_37.pdb	1
80	155	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_38.pdb	1
80	156	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_39.pdb	1
80	157	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_40.pdb	1
80	158	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_41.pdb	1
80	159	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_42.pdb	1
80	160	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_43.pdb	1
80	161	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_44.pdb	1
80	162	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_45.pdb	1
80	163	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_46.pdb	1
80	164	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_47.pdb	1
80	165	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_48.pdb	1
80	166	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_49.pdb	1
80	167	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_5.pdb	1
80	168	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_50.pdb	1
80	169	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_51.pdb	1
80	170	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_52.pdb	1
80	171	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_53.pdb	1
80	172	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_54.pdb	1
80	173	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_55.pdb	1
80	174	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_56.pdb	1
80	175	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_57.pdb	1
80	176	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_58.pdb	1
80	177	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_59.pdb	1
80	178	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_6.pdb	1
80	179	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_60.pdb	1
80	180	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_61.pdb	1
80	181	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_62.pdb	1
80	182	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_63.pdb	1
80	183	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_64.pdb	1
80	184	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_65.pdb	1
80	185	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_66.pdb	1
80	186	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_7.pdb	1
80	187	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_8.pdb	1
80	188	afm_dropout_full_woTemplates_r3_model_1_multimer_v1_pred_9.pdb	1
80	189	afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_37.pdb	1
80	190	afm_dropout_full_woTemplates_r3_model_1_multimer_v2_pred_56.pdb	1
80	191	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_1.pdb	1
80	192	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_10.pdb	1
80	193	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_11.pdb	1
80	194	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_14.pdb	1
80	195	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_15.pdb	1
80	196	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_16.pdb	1
80	197	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_17.pdb	1
80	198	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_18.pdb	1
80	199	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_19.pdb	1
80	200	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_2.pdb	1
80	201	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_20.pdb	1
80	202	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_21.pdb	1
80	203	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_22.pdb	1
80	204	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_23.pdb	1
80	205	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_24.pdb	1
80	206	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_25.pdb	1
80	207	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_26.pdb	1
80	208	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_27.pdb	1
80	209	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_28.pdb	1
80	210	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_29.pdb	1
80	211	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_3.pdb	1
80	212	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_30.pdb	1
80	213	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_31.pdb	1
80	214	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_32.pdb	1
80	215	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_33.pdb	1
80	216	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_34.pdb	1
80	217	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_35.pdb	1
80	218	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_36.pdb	1
80	219	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_37.pdb	1
80	220	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_39.pdb	1
80	221	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_4.pdb	1
80	222	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_40.pdb	1
80	223	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_41.pdb	1
80	224	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_42.pdb	1
80	225	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_43.pdb	1
80	226	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_44.pdb	1
80	227	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_45.pdb	1
80	228	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_46.pdb	1
80	229	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_47.pdb	1
80	230	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_48.pdb	1
80	231	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_49.pdb	1
80	232	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_5.pdb	1
80	233	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_50.pdb	1
80	234	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_51.pdb	1
80	235	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_52.pdb	1
80	236	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_53.pdb	1
80	237	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_54.pdb	1
80	238	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_55.pdb	1
80	239	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_56.pdb	1
80	240	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_57.pdb	1
80	241	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_58.pdb	1
80	242	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_59.pdb	1
80	243	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_6.pdb	1
80	244	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_60.pdb	1
80	245	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_61.pdb	1
80	246	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_62.pdb	1
80	247	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_63.pdb	1
80	248	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_64.pdb	1
80	249	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_8.pdb	1
80	250	afm_dropout_full_woTemplates_r3_model_2_multimer_v1_pred_9.pdb	1
80	251	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_20.pdb	1
80	252	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_34.pdb	1
80	253	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_5.pdb	1
80	254	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_53.pdb	1
80	255	afm_dropout_full_woTemplates_r3_model_2_multimer_v2_pred_59.pdb	1
80	256	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_0.pdb	1
80	257	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_1.pdb	1
80	258	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_10.pdb	1
80	259	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_11.pdb	1
80	260	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_12.pdb	1
80	261	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_14.pdb	1
80	262	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_15.pdb	1
80	263	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_18.pdb	1
80	264	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_19.pdb	1
80	265	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_21.pdb	1
80	266	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_22.pdb	1
80	267	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_23.pdb	1
80	268	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_24.pdb	1
80	269	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_25.pdb	1
80	270	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_26.pdb	1
80	271	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_27.pdb	1
80	272	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_28.pdb	1
80	273	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_29.pdb	1
80	274	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_31.pdb	1
80	275	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_32.pdb	1
80	276	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_33.pdb	1
80	277	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_34.pdb	1
80	278	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_35.pdb	1
80	279	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_36.pdb	1
80	280	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_37.pdb	1
80	281	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_39.pdb	1
80	282	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_42.pdb	1
80	283	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_44.pdb	1
80	284	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_45.pdb	1
80	285	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_46.pdb	1
