index	file	renaming_of_chains
1377	afm_dropout_full_model_2_multimer_v3_pred_41.pdb	B=A,C=C,D=B,E=D
1378	afm_dropout_full_model_2_multimer_v3_pred_42.pdb	B=A,C=C,D=B,E=D
1379	afm_dropout_full_model_2_multimer_v3_pred_43.pdb	B=A,C=C,D=B,E=D
1380	afm_dropout_full_model_2_multimer_v3_pred_44.pdb	B=A,C=C,D=B,E=D
1381	afm_dropout_full_model_2_multimer_v3_pred_45.pdb	B=A,C=C,D=B,E=D
1382	afm_dropout_full_model_2_multimer_v3_pred_46.pdb	B=A,C=C,D=B,E=D
1383	afm_dropout_full_model_2_multimer_v3_pred_47.pdb	B=A,C=C,D=B,E=D
1384	afm_dropout_full_model_2_multimer_v3_pred_48.pdb	B=A,C=C,D=B,E=D
1385	afm_dropout_full_model_2_multimer_v3_pred_49.pdb	B=A,C=C,D=B,E=D
1386	afm_dropout_full_model_2_multimer_v3_pred_5.pdb	B=A,C=C,D=B,E=D
1387	afm_dropout_full_model_2_multimer_v3_pred_50.pdb	B=A,C=C,D=B,E=D
1388	afm_dropout_full_model_2_multimer_v3_pred_51.pdb	B=A,C=C,D=B,E=D
1389	afm_dropout_full_model_2_multimer_v3_pred_52.pdb	B=A,C=C,D=B,E=D
1390	afm_dropout_full_model_2_multimer_v3_pred_53.pdb	B=A,C=C,D=B,E=D
1391	afm_dropout_full_model_2_multimer_v3_pred_54.pdb	B=A,C=C,D=B,E=D
1392	afm_dropout_full_model_2_multimer_v3_pred_55.pdb	B=A,C=C,D=B,E=D
1393	afm_dropout_full_model_2_multimer_v3_pred_56.pdb	B=A,C=C,D=B,E=D
1394	afm_dropout_full_model_2_multimer_v3_pred_57.pdb	B=A,C=C,D=B,E=D
1395	afm_dropout_full_model_2_multimer_v3_pred_58.pdb	B=A,C=C,D=B,E=D
1396	afm_dropout_full_model_2_multimer_v3_pred_59.pdb	B=A,C=C,D=B,E=D
1397	afm_dropout_full_model_2_multimer_v3_pred_6.pdb	B=A,C=C,D=B,E=D
1398	afm_dropout_full_model_2_multimer_v3_pred_60.pdb	B=A,C=C,D=B,E=D
1399	afm_dropout_full_model_2_multimer_v3_pred_61.pdb	B=A,C=C,D=B,E=D
1400	afm_dropout_full_model_2_multimer_v3_pred_62.pdb	B=A,C=C,D=B,E=D
1401	afm_dropout_full_model_2_multimer_v3_pred_63.pdb	B=A,C=C,D=B,E=D
1402	afm_dropout_full_model_2_multimer_v3_pred_64.pdb	B=A,C=C,D=B,E=D
1403	afm_dropout_full_model_2_multimer_v3_pred_65.pdb	B=A,C=C,D=B,E=D
1404	afm_dropout_full_model_2_multimer_v3_pred_66.pdb	B=A,C=C,D=B,E=D
1405	afm_dropout_full_model_2_multimer_v3_pred_7.pdb	B=A,C=C,D=B,E=D
1406	afm_dropout_full_model_2_multimer_v3_pred_8.pdb	B=A,C=C,D=B,E=D
1407	afm_dropout_full_model_2_multimer_v3_pred_9.pdb	B=A,C=C,D=B,E=D
1408	afm_dropout_full_model_3_multimer_v1_pred_0.pdb	B=A,C=C,D=B,E=D
1409	afm_dropout_full_model_3_multimer_v1_pred_1.pdb	B=A,C=C,D=B,E=D
1410	afm_dropout_full_model_3_multimer_v1_pred_10.pdb	B=A,C=C,D=B,E=D
1411	afm_dropout_full_model_3_multimer_v1_pred_11.pdb	B=A,C=C,D=B,E=D
1412	afm_dropout_full_model_3_multimer_v1_pred_12.pdb	B=A,C=C,D=B,E=D
1413	afm_dropout_full_model_3_multimer_v1_pred_13.pdb	B=A,C=C,D=B,E=D
1414	afm_dropout_full_model_3_multimer_v1_pred_14.pdb	B=A,C=C,D=B,E=D
1415	afm_dropout_full_model_3_multimer_v1_pred_15.pdb	B=A,C=C,D=B,E=D
1416	afm_dropout_full_model_3_multimer_v1_pred_16.pdb	B=A,C=C,D=B,E=D
1417	afm_dropout_full_model_3_multimer_v1_pred_17.pdb	B=A,C=C,D=B,E=D
1418	afm_dropout_full_model_3_multimer_v1_pred_18.pdb	B=A,C=C,D=B,E=D
1419	afm_dropout_full_model_3_multimer_v1_pred_19.pdb	B=A,C=C,D=B,E=D
1420	afm_dropout_full_model_3_multimer_v1_pred_2.pdb	B=A,C=C,D=B,E=D
1421	afm_dropout_full_model_3_multimer_v1_pred_20.pdb	B=A,C=C,D=B,E=D
1422	afm_dropout_full_model_3_multimer_v1_pred_21.pdb	B=A,C=C,D=B,E=D
1423	afm_dropout_full_model_3_multimer_v1_pred_22.pdb	B=A,C=C,D=B,E=D
1424	afm_dropout_full_model_3_multimer_v1_pred_23.pdb	B=A,C=C,D=B,E=D
1425	afm_dropout_full_model_3_multimer_v1_pred_24.pdb	B=A,C=C,D=B,E=D
1426	afm_dropout_full_model_3_multimer_v1_pred_25.pdb	B=A,C=C,D=B,E=D
1427	afm_dropout_full_model_3_multimer_v1_pred_26.pdb	B=A,C=C,D=B,E=D
1428	afm_dropout_full_model_3_multimer_v1_pred_27.pdb	B=A,C=C,D=B,E=D
1429	afm_dropout_full_model_3_multimer_v1_pred_28.pdb	B=A,C=C,D=B,E=D
1430	afm_dropout_full_model_3_multimer_v1_pred_29.pdb	B=A,C=C,D=B,E=D
1431	afm_dropout_full_model_3_multimer_v1_pred_3.pdb	B=A,C=C,D=B,E=D
1432	afm_dropout_full_model_3_multimer_v1_pred_30.pdb	B=A,C=C,D=B,E=D
1433	afm_dropout_full_model_3_multimer_v1_pred_31.pdb	B=A,C=C,D=B,E=D
1434	afm_dropout_full_model_3_multimer_v1_pred_32.pdb	B=A,C=C,D=B,E=D
1435	afm_dropout_full_model_3_multimer_v1_pred_33.pdb	B=A,C=C,D=B,E=D
1436	afm_dropout_full_model_3_multimer_v1_pred_34.pdb	B=A,C=C,D=B,E=D
1437	afm_dropout_full_model_3_multimer_v1_pred_35.pdb	B=A,C=C,D=B,E=D
1438	afm_dropout_full_model_3_multimer_v1_pred_36.pdb	B=A,C=C,D=B,E=D
1439	afm_dropout_full_model_3_multimer_v1_pred_37.pdb	B=A,C=C,D=B,E=D
1440	afm_dropout_full_model_3_multimer_v1_pred_38.pdb	B=A,C=C,D=B,E=D
1441	afm_dropout_full_model_3_multimer_v1_pred_39.pdb	B=A,C=C,D=B,E=D
1442	afm_dropout_full_model_3_multimer_v1_pred_4.pdb	B=A,C=C,D=B,E=D
1443	afm_dropout_full_model_3_multimer_v1_pred_40.pdb	B=A,C=C,D=B,E=D
1444	afm_dropout_full_model_3_multimer_v1_pred_41.pdb	B=A,C=C,D=B,E=D
1445	afm_dropout_full_model_3_multimer_v1_pred_42.pdb	B=A,C=C,D=B,E=D
1446	afm_dropout_full_model_3_multimer_v1_pred_43.pdb	B=A,C=C,D=B,E=D
1447	afm_dropout_full_model_3_multimer_v1_pred_44.pdb	B=A,C=C,D=B,E=D
1448	afm_dropout_full_model_3_multimer_v1_pred_45.pdb	B=A,C=C,D=B,E=D
1449	afm_dropout_full_model_3_multimer_v1_pred_46.pdb	B=A,C=C,D=B,E=D
1450	afm_dropout_full_model_3_multimer_v1_pred_47.pdb	B=A,C=C,D=B,E=D
1451	afm_dropout_full_model_3_multimer_v1_pred_48.pdb	B=A,C=C,D=B,E=D
1452	afm_dropout_full_model_3_multimer_v1_pred_49.pdb	B=A,C=C,D=B,E=D
1453	afm_dropout_full_model_3_multimer_v1_pred_5.pdb	B=A,C=C,D=B,E=D
1454	afm_dropout_full_model_3_multimer_v1_pred_50.pdb	B=A,C=C,D=B,E=D
1455	afm_dropout_full_model_3_multimer_v1_pred_51.pdb	B=A,C=C,D=B,E=D
1456	afm_dropout_full_model_3_multimer_v1_pred_52.pdb	B=A,C=C,D=B,E=D
1457	afm_dropout_full_model_3_multimer_v1_pred_53.pdb	B=A,C=C,D=B,E=D
1458	afm_dropout_full_model_3_multimer_v1_pred_54.pdb	B=A,C=C,D=B,E=D
1459	afm_dropout_full_model_3_multimer_v1_pred_55.pdb	B=A,C=C,D=B,E=D
1460	afm_dropout_full_model_3_multimer_v1_pred_56.pdb	B=A,C=C,D=B,E=D
1461	afm_dropout_full_model_3_multimer_v1_pred_57.pdb	B=A,C=C,D=B,E=D
1462	afm_dropout_full_model_3_multimer_v1_pred_58.pdb	B=A,C=C,D=B,E=D
1463	afm_dropout_full_model_3_multimer_v1_pred_59.pdb	B=A,C=C,D=B,E=D
1464	afm_dropout_full_model_3_multimer_v1_pred_6.pdb	B=A,C=C,D=B,E=D
1465	afm_dropout_full_model_3_multimer_v1_pred_60.pdb	B=A,C=C,D=B,E=D
1466	afm_dropout_full_model_3_multimer_v1_pred_61.pdb	B=A,C=C,D=B,E=D
1467	afm_dropout_full_model_3_multimer_v1_pred_62.pdb	B=A,C=C,D=B,E=D
1468	afm_dropout_full_model_3_multimer_v1_pred_63.pdb	B=A,C=C,D=B,E=D
1469	afm_dropout_full_model_3_multimer_v1_pred_64.pdb	B=A,C=C,D=B,E=D
1470	afm_dropout_full_model_3_multimer_v1_pred_65.pdb	B=A,C=C,D=B,E=D
1471	afm_dropout_full_model_3_multimer_v1_pred_66.pdb	B=A,C=C,D=B,E=D
1472	afm_dropout_full_model_3_multimer_v1_pred_7.pdb	B=A,C=C,D=B,E=D
1473	afm_dropout_full_model_3_multimer_v1_pred_8.pdb	B=A,C=C,D=B,E=D
1474	afm_dropout_full_model_3_multimer_v1_pred_9.pdb	B=A,C=C,D=B,E=D
1475	afm_dropout_full_model_3_multimer_v2_pred_0.pdb	B=A,C=C,D=B,E=D
1476	afm_dropout_full_model_3_multimer_v2_pred_1.pdb	B=A,C=C,D=B,E=D
1477	afm_dropout_full_model_3_multimer_v2_pred_10.pdb	B=A,C=C,D=B,E=D
1478	afm_dropout_full_model_3_multimer_v2_pred_11.pdb	B=A,C=C,D=B,E=D
1479	afm_dropout_full_model_3_multimer_v2_pred_12.pdb	B=A,C=C,D=B,E=D
1480	afm_dropout_full_model_3_multimer_v2_pred_13.pdb	B=A,C=C,D=B,E=D
1481	afm_dropout_full_model_3_multimer_v2_pred_14.pdb	B=A,C=C,D=B,E=D
1482	afm_dropout_full_model_3_multimer_v2_pred_15.pdb	B=A,C=C,D=B,E=D
1483	afm_dropout_full_model_3_multimer_v2_pred_16.pdb	B=A,C=C,D=B,E=D
1484	afm_dropout_full_model_3_multimer_v2_pred_17.pdb	B=A,C=C,D=B,E=D
1485	afm_dropout_full_model_3_multimer_v2_pred_18.pdb	B=A,C=C,D=B,E=D
1486	afm_dropout_full_model_3_multimer_v2_pred_19.pdb	B=A,C=C,D=B,E=D
1487	afm_dropout_full_model_3_multimer_v2_pred_2.pdb	B=A,C=C,D=B,E=D
1488	afm_dropout_full_model_3_multimer_v2_pred_20.pdb	B=A,C=C,D=B,E=D
1489	afm_dropout_full_model_3_multimer_v2_pred_21.pdb	B=A,C=C,D=B,E=D
1490	afm_dropout_full_model_3_multimer_v2_pred_22.pdb	B=A,C=C,D=B,E=D
1491	afm_dropout_full_model_3_multimer_v2_pred_23.pdb	B=A,C=C,D=B,E=D
1492	afm_dropout_full_model_3_multimer_v2_pred_24.pdb	B=A,C=C,D=B,E=D
1493	afm_dropout_full_model_3_multimer_v2_pred_25.pdb	B=A,C=C,D=B,E=D
1494	afm_dropout_full_model_3_multimer_v2_pred_26.pdb	B=A,C=C,D=B,E=D
1495	afm_dropout_full_model_3_multimer_v2_pred_27.pdb	B=A,C=C,D=B,E=D
1496	afm_dropout_full_model_3_multimer_v2_pred_28.pdb	B=A,C=C,D=B,E=D
1497	afm_dropout_full_model_3_multimer_v2_pred_29.pdb	B=A,C=C,D=B,E=D
1498	afm_dropout_full_model_3_multimer_v2_pred_3.pdb	B=A,C=C,D=B,E=D
1499	afm_dropout_full_model_3_multimer_v2_pred_30.pdb	B=A,C=C,D=B,E=D
1500	afm_dropout_full_model_3_multimer_v2_pred_31.pdb	B=A,C=C,D=B,E=D
1501	afm_dropout_full_model_3_multimer_v2_pred_32.pdb	B=A,C=C,D=B,E=D
1502	afm_dropout_full_model_3_multimer_v2_pred_33.pdb	B=A,C=C,D=B,E=D
1503	afm_dropout_full_model_3_multimer_v2_pred_34.pdb	B=A,C=C,D=B,E=D
1504	afm_dropout_full_model_3_multimer_v2_pred_35.pdb	B=A,C=C,D=B,E=D
1505	afm_dropout_full_model_3_multimer_v2_pred_36.pdb	B=A,C=C,D=B,E=D
1506	afm_dropout_full_model_3_multimer_v2_pred_37.pdb	B=A,C=C,D=B,E=D
1507	afm_dropout_full_model_3_multimer_v2_pred_38.pdb	B=A,C=C,D=B,E=D
1508	afm_dropout_full_model_3_multimer_v2_pred_39.pdb	B=A,C=C,D=B,E=D
1509	afm_dropout_full_model_3_multimer_v2_pred_4.pdb	B=A,C=C,D=B,E=D
1510	afm_dropout_full_model_3_multimer_v2_pred_40.pdb	B=A,C=C,D=B,E=D
1511	afm_dropout_full_model_3_multimer_v2_pred_41.pdb	B=A,C=C,D=B,E=D
1512	afm_dropout_full_model_3_multimer_v2_pred_42.pdb	B=A,C=C,D=B,E=D
1513	afm_dropout_full_model_3_multimer_v2_pred_43.pdb	B=A,C=C,D=B,E=D
1514	afm_dropout_full_model_3_multimer_v2_pred_44.pdb	B=A,C=C,D=B,E=D
1515	afm_dropout_full_model_3_multimer_v2_pred_45.pdb	B=A,C=C,D=B,E=D
1516	afm_dropout_full_model_3_multimer_v2_pred_46.pdb	B=A,C=C,D=B,E=D
1517	afm_dropout_full_model_3_multimer_v2_pred_47.pdb	B=A,C=C,D=B,E=D
1518	afm_dropout_full_model_3_multimer_v2_pred_48.pdb	B=A,C=C,D=B,E=D
1519	afm_dropout_full_model_3_multimer_v2_pred_49.pdb	B=A,C=C,D=B,E=D
1520	afm_dropout_full_model_3_multimer_v2_pred_5.pdb	B=A,C=C,D=B,E=D
1521	afm_dropout_full_model_3_multimer_v2_pred_50.pdb	B=A,C=C,D=B,E=D
1522	afm_dropout_full_model_3_multimer_v2_pred_51.pdb	B=A,C=C,D=B,E=D
1523	afm_dropout_full_model_3_multimer_v2_pred_52.pdb	B=A,C=C,D=B,E=D
1524	afm_dropout_full_model_3_multimer_v2_pred_53.pdb	B=A,C=C,D=B,E=D
1525	afm_dropout_full_model_3_multimer_v2_pred_54.pdb	B=A,C=C,D=B,E=D
1526	afm_dropout_full_model_3_multimer_v2_pred_55.pdb	B=A,C=C,D=B,E=D
1527	afm_dropout_full_model_3_multimer_v2_pred_56.pdb	B=A,C=C,D=B,E=D
1528	afm_dropout_full_model_3_multimer_v2_pred_57.pdb	B=A,C=C,D=B,E=D
1529	afm_dropout_full_model_3_multimer_v2_pred_58.pdb	B=A,C=C,D=B,E=D
1530	afm_dropout_full_model_3_multimer_v2_pred_59.pdb	B=A,C=C,D=B,E=D
1531	afm_dropout_full_model_3_multimer_v2_pred_6.pdb	B=A,C=C,D=B,E=D
1532	afm_dropout_full_model_3_multimer_v2_pred_60.pdb	B=A,C=C,D=B,E=D
1533	afm_dropout_full_model_3_multimer_v2_pred_61.pdb	B=A,C=C,D=B,E=D
1534	afm_dropout_full_model_3_multimer_v2_pred_62.pdb	B=A,C=C,D=B,E=D
1535	afm_dropout_full_model_3_multimer_v2_pred_63.pdb	B=A,C=C,D=B,E=D
1536	afm_dropout_full_model_3_multimer_v2_pred_64.pdb	B=A,C=C,D=B,E=D
1537	afm_dropout_full_model_3_multimer_v2_pred_65.pdb	B=A,C=C,D=B,E=D
1538	afm_dropout_full_model_3_multimer_v2_pred_66.pdb	B=A,C=C,D=B,E=D
1539	afm_dropout_full_model_3_multimer_v2_pred_7.pdb	B=A,C=C,D=B,E=D
1540	afm_dropout_full_model_3_multimer_v2_pred_8.pdb	B=A,C=C,D=B,E=D
1541	afm_dropout_full_model_3_multimer_v2_pred_9.pdb	B=A,C=C,D=B,E=D
1542	afm_dropout_full_model_3_multimer_v3_pred_0.pdb	B=A,C=C,D=B,E=D
1543	afm_dropout_full_model_3_multimer_v3_pred_1.pdb	B=A,C=C,D=B,E=D
1544	afm_dropout_full_model_3_multimer_v3_pred_10.pdb	B=A,C=C,D=B,E=D
1545	afm_dropout_full_model_3_multimer_v3_pred_11.pdb	B=A,C=C,D=B,E=D
1546	afm_dropout_full_model_3_multimer_v3_pred_12.pdb	B=A,C=C,D=B,E=D
1547	afm_dropout_full_model_3_multimer_v3_pred_13.pdb	B=A,C=C,D=B,E=D
1548	afm_dropout_full_model_3_multimer_v3_pred_14.pdb	B=A,C=C,D=B,E=D
1549	afm_dropout_full_model_3_multimer_v3_pred_15.pdb	B=A,C=C,D=B,E=D
1550	afm_dropout_full_model_3_multimer_v3_pred_16.pdb	B=A,C=C,D=B,E=D
1551	afm_dropout_full_model_3_multimer_v3_pred_17.pdb	B=A,C=C,D=B,E=D
1552	afm_dropout_full_model_3_multimer_v3_pred_18.pdb	B=A,C=C,D=B,E=D
1553	afm_dropout_full_model_3_multimer_v3_pred_19.pdb	B=A,C=C,D=B,E=D
1554	afm_dropout_full_model_3_multimer_v3_pred_2.pdb	B=A,C=C,D=B,E=D
1555	afm_dropout_full_model_3_multimer_v3_pred_20.pdb	B=A,C=C,D=B,E=D
1556	afm_dropout_full_model_3_multimer_v3_pred_21.pdb	B=A,C=C,D=B,E=D
1557	afm_dropout_full_model_3_multimer_v3_pred_22.pdb	B=A,C=C,D=B,E=D
1558	afm_dropout_full_model_3_multimer_v3_pred_23.pdb	B=A,C=C,D=B,E=D
1559	afm_dropout_full_model_3_multimer_v3_pred_24.pdb	B=A,C=C,D=B,E=D
1560	afm_dropout_full_model_3_multimer_v3_pred_25.pdb	B=A,C=C,D=B,E=D
1561	afm_dropout_full_model_3_multimer_v3_pred_26.pdb	B=A,C=C,D=B,E=D
1562	afm_dropout_full_model_3_multimer_v3_pred_27.pdb	B=A,C=C,D=B,E=D
1563	afm_dropout_full_model_3_multimer_v3_pred_28.pdb	B=A,C=C,D=B,E=D
1564	afm_dropout_full_model_3_multimer_v3_pred_29.pdb	B=A,C=C,D=B,E=D
1565	afm_dropout_full_model_3_multimer_v3_pred_3.pdb	B=A,C=C,D=B,E=D
1566	afm_dropout_full_model_3_multimer_v3_pred_30.pdb	B=A,C=C,D=B,E=D
1567	afm_dropout_full_model_3_multimer_v3_pred_31.pdb	B=A,C=C,D=B,E=D
1568	afm_dropout_full_model_3_multimer_v3_pred_32.pdb	B=A,C=C,D=B,E=D
1569	afm_dropout_full_model_3_multimer_v3_pred_33.pdb	B=A,C=C,D=B,E=D
1570	afm_dropout_full_model_3_multimer_v3_pred_34.pdb	B=A,C=C,D=B,E=D
1571	afm_dropout_full_model_3_multimer_v3_pred_35.pdb	B=A,C=C,D=B,E=D
1572	afm_dropout_full_model_3_multimer_v3_pred_36.pdb	B=A,C=C,D=B,E=D
1573	afm_dropout_full_model_3_multimer_v3_pred_37.pdb	B=A,C=C,D=B,E=D
1574	afm_dropout_full_model_3_multimer_v3_pred_38.pdb	B=A,C=C,D=B,E=D
1575	afm_dropout_full_model_3_multimer_v3_pred_39.pdb	B=A,C=C,D=B,E=D
1576	afm_dropout_full_model_3_multimer_v3_pred_4.pdb	B=A,C=C,D=B,E=D
1577	afm_dropout_full_model_3_multimer_v3_pred_40.pdb	B=A,C=C,D=B,E=D
1578	afm_dropout_full_model_3_multimer_v3_pred_41.pdb	B=A,C=C,D=B,E=D
1579	afm_dropout_full_model_3_multimer_v3_pred_42.pdb	B=A,C=C,D=B,E=D
1580	afm_dropout_full_model_3_multimer_v3_pred_43.pdb	B=A,C=C,D=B,E=D
1581	afm_dropout_full_model_3_multimer_v3_pred_44.pdb	B=A,C=C,D=B,E=D
1582	afm_dropout_full_model_3_multimer_v3_pred_45.pdb	B=A,C=C,D=B,E=D
1583	afm_dropout_full_model_3_multimer_v3_pred_46.pdb	B=A,C=C,D=B,E=D
1584	afm_dropout_full_model_3_multimer_v3_pred_47.pdb	B=A,C=C,D=B,E=D
1585	afm_dropout_full_model_3_multimer_v3_pred_48.pdb	B=A,C=C,D=B,E=D
1586	afm_dropout_full_model_3_multimer_v3_pred_49.pdb	B=A,C=C,D=B,E=D
1587	afm_dropout_full_model_3_multimer_v3_pred_5.pdb	B=A,C=C,D=B,E=D
1588	afm_dropout_full_model_3_multimer_v3_pred_50.pdb	B=A,C=C,D=B,E=D
1589	afm_dropout_full_model_3_multimer_v3_pred_51.pdb	B=A,C=C,D=B,E=D
1590	afm_dropout_full_model_3_multimer_v3_pred_52.pdb	B=A,C=C,D=B,E=D
1591	afm_dropout_full_model_3_multimer_v3_pred_53.pdb	B=A,C=C,D=B,E=D
1592	afm_dropout_full_model_3_multimer_v3_pred_54.pdb	B=A,C=C,D=B,E=D
1593	afm_dropout_full_model_3_multimer_v3_pred_55.pdb	B=A,C=C,D=B,E=D
1594	afm_dropout_full_model_3_multimer_v3_pred_56.pdb	B=A,C=C,D=B,E=D
1595	afm_dropout_full_model_3_multimer_v3_pred_57.pdb	B=A,C=C,D=B,E=D
1596	afm_dropout_full_model_3_multimer_v3_pred_58.pdb	B=A,C=C,D=B,E=D
1597	afm_dropout_full_model_3_multimer_v3_pred_59.pdb	B=A,C=C,D=B,E=D
1598	afm_dropout_full_model_3_multimer_v3_pred_6.pdb	B=A,C=C,D=B,E=D
1599	afm_dropout_full_model_3_multimer_v3_pred_60.pdb	B=A,C=C,D=B,E=D
1600	afm_dropout_full_model_3_multimer_v3_pred_61.pdb	B=A,C=C,D=B,E=D
1601	afm_dropout_full_model_3_multimer_v3_pred_62.pdb	B=A,C=C,D=B,E=D
1602	afm_dropout_full_model_3_multimer_v3_pred_63.pdb	B=A,C=C,D=B,E=D
1603	afm_dropout_full_model_3_multimer_v3_pred_64.pdb	B=A,C=C,D=B,E=D
1604	afm_dropout_full_model_3_multimer_v3_pred_65.pdb	B=A,C=C,D=B,E=D
1605	afm_dropout_full_model_3_multimer_v3_pred_66.pdb	B=A,C=C,D=B,E=D
1606	afm_dropout_full_model_3_multimer_v3_pred_7.pdb	B=A,C=C,D=B,E=D
1607	afm_dropout_full_model_3_multimer_v3_pred_8.pdb	B=A,C=C,D=B,E=D
1608	afm_dropout_full_model_3_multimer_v3_pred_9.pdb	B=A,C=C,D=B,E=D
1609	afm_dropout_full_model_4_multimer_v1_pred_0.pdb	B=A,C=C,D=B,E=D
1610	afm_dropout_full_model_4_multimer_v1_pred_1.pdb	B=A,C=C,D=B,E=D
1611	afm_dropout_full_model_4_multimer_v1_pred_10.pdb	B=A,C=C,D=B,E=D
1612	afm_dropout_full_model_4_multimer_v1_pred_11.pdb	B=A,C=C,D=B,E=D
1613	afm_dropout_full_model_4_multimer_v1_pred_12.pdb	B=A,C=C,D=B,E=D
1614	afm_dropout_full_model_4_multimer_v1_pred_13.pdb	B=A,C=C,D=B,E=D
1615	afm_dropout_full_model_4_multimer_v1_pred_14.pdb	B=A,C=C,D=B,E=D
1616	afm_dropout_full_model_4_multimer_v1_pred_15.pdb	B=A,C=C,D=B,E=D
1617	afm_dropout_full_model_4_multimer_v1_pred_16.pdb	B=A,C=C,D=B,E=D
1618	afm_dropout_full_model_4_multimer_v1_pred_17.pdb	B=A,C=C,D=B,E=D
1619	afm_dropout_full_model_4_multimer_v1_pred_18.pdb	B=A,C=C,D=B,E=D
1620	afm_dropout_full_model_4_multimer_v1_pred_19.pdb	B=A,C=C,D=B,E=D
1621	afm_dropout_full_model_4_multimer_v1_pred_2.pdb	B=A,C=C,D=B,E=D
1622	afm_dropout_full_model_4_multimer_v1_pred_20.pdb	B=A,C=C,D=B,E=D
1623	afm_dropout_full_model_4_multimer_v1_pred_21.pdb	B=A,C=C,D=B,E=D
1624	afm_dropout_full_model_4_multimer_v1_pred_22.pdb	B=A,C=C,D=B,E=D
1625	afm_dropout_full_model_4_multimer_v1_pred_23.pdb	B=A,C=C,D=B,E=D
1626	afm_dropout_full_model_4_multimer_v1_pred_24.pdb	B=A,C=C,D=B,E=D
1627	afm_dropout_full_model_4_multimer_v1_pred_25.pdb	B=A,C=C,D=B,E=D
1628	afm_dropout_full_model_4_multimer_v1_pred_26.pdb	B=A,C=C,D=B,E=D
1629	afm_dropout_full_model_4_multimer_v1_pred_27.pdb	B=A,C=C,D=B,E=D
1630	afm_dropout_full_model_4_multimer_v1_pred_28.pdb	B=A,C=C,D=B,E=D
1631	afm_dropout_full_model_4_multimer_v1_pred_29.pdb	B=A,C=C,D=B,E=D
1632	afm_dropout_full_model_4_multimer_v1_pred_3.pdb	B=A,C=C,D=B,E=D
1633	afm_dropout_full_model_4_multimer_v1_pred_30.pdb	B=A,C=C,D=B,E=D
1634	afm_dropout_full_model_4_multimer_v1_pred_31.pdb	B=A,C=C,D=B,E=D
1635	afm_dropout_full_model_4_multimer_v1_pred_32.pdb	B=A,C=C,D=B,E=D
1636	afm_dropout_full_model_4_multimer_v1_pred_33.pdb	B=A,C=C,D=B,E=D
1637	afm_dropout_full_model_4_multimer_v1_pred_34.pdb	B=A,C=C,D=B,E=D
1638	afm_dropout_full_model_4_multimer_v1_pred_35.pdb	B=A,C=C,D=B,E=D
1639	afm_dropout_full_model_4_multimer_v1_pred_36.pdb	B=A,C=C,D=B,E=D
1640	afm_dropout_full_model_4_multimer_v1_pred_37.pdb	B=A,C=C,D=B,E=D
1641	afm_dropout_full_model_4_multimer_v1_pred_38.pdb	B=A,C=C,D=B,E=D
1642	afm_dropout_full_model_4_multimer_v1_pred_39.pdb	B=A,C=C,D=B,E=D
1643	afm_dropout_full_model_4_multimer_v1_pred_4.pdb	B=A,C=C,D=B,E=D
1644	afm_dropout_full_model_4_multimer_v1_pred_40.pdb	B=A,C=C,D=B,E=D
1645	afm_dropout_full_model_4_multimer_v1_pred_41.pdb	B=A,C=C,D=B,E=D
1646	afm_dropout_full_model_4_multimer_v1_pred_42.pdb	B=A,C=C,D=B,E=D
1647	afm_dropout_full_model_4_multimer_v1_pred_43.pdb	B=A,C=C,D=B,E=D
1648	afm_dropout_full_model_4_multimer_v1_pred_44.pdb	B=A,C=C,D=B,E=D
1649	afm_dropout_full_model_4_multimer_v1_pred_45.pdb	B=A,C=C,D=B,E=D
1650	afm_dropout_full_model_4_multimer_v1_pred_46.pdb	B=A,C=C,D=B,E=D
1651	afm_dropout_full_model_4_multimer_v1_pred_47.pdb	B=A,C=C,D=B,E=D
1652	afm_dropout_full_model_4_multimer_v1_pred_48.pdb	B=A,C=C,D=B,E=D
1653	afm_dropout_full_model_4_multimer_v1_pred_49.pdb	B=A,C=C,D=B,E=D
1654	afm_dropout_full_model_4_multimer_v1_pred_5.pdb	B=A,C=C,D=B,E=D
1655	afm_dropout_full_model_4_multimer_v1_pred_50.pdb	B=A,C=C,D=B,E=D
1656	afm_dropout_full_model_4_multimer_v1_pred_51.pdb	B=A,C=C,D=B,E=D
1657	afm_dropout_full_model_4_multimer_v1_pred_52.pdb	B=A,C=C,D=B,E=D
1658	afm_dropout_full_model_4_multimer_v1_pred_53.pdb	B=A,C=C,D=B,E=D
1659	afm_dropout_full_model_4_multimer_v1_pred_54.pdb	B=A,C=C,D=B,E=D
1660	afm_dropout_full_model_4_multimer_v1_pred_55.pdb	B=A,C=C,D=B,E=D
1661	afm_dropout_full_model_4_multimer_v1_pred_56.pdb	B=A,C=C,D=B,E=D
1662	afm_dropout_full_model_4_multimer_v1_pred_57.pdb	B=A,C=C,D=B,E=D
1663	afm_dropout_full_model_4_multimer_v1_pred_58.pdb	B=A,C=C,D=B,E=D
1664	afm_dropout_full_model_4_multimer_v1_pred_59.pdb	B=A,C=C,D=B,E=D
1665	afm_dropout_full_model_4_multimer_v1_pred_6.pdb	B=A,C=C,D=B,E=D
1666	afm_dropout_full_model_4_multimer_v1_pred_60.pdb	B=A,C=C,D=B,E=D
1667	afm_dropout_full_model_4_multimer_v1_pred_61.pdb	B=A,C=C,D=B,E=D
