target	model	t_id	m_id	residue_residue_cadscore	residue_residue_F1_of_areas	residue_residue_target_area	residue_residue_model_area	residue_residue_TP_area	residue_residue_FP_area	residue_residue_FN_area	chain_chain_cadscore	chain_chain_F1_of_areas	chain_chain_target_area	chain_chain_model_area	chain_chain_TP_area	chain_chain_FP_area	chain_chain_FN_area	identity_of_residues	identity_of_atoms	identity_of_chains
9DXF-assembly1.cif	M1239v1TS325_2	215	79	0	0	14222.136574	0	0	14926.993652	14222.136574	0	0	14222.136574	0	0	14926.993652	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS369_1	214	80	0	0	14204.698146	0	0	14010.790676	14204.698146	0	0	14204.698146	0	0	14010.790676	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS369_1	215	80	0	0	14222.136574	0	0	14010.790676	14222.136574	0	0	14222.136574	0	0	14010.790676	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS369_2	214	81	0	0	14204.698146	0	0	14291.198587	14204.698146	0	0	14204.698146	0	0	14291.198587	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS369_2	215	81	0	0	14222.136574	0	0	14291.198587	14222.136574	0	0	14222.136574	0	0	14291.198587	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS369_3	214	82	0	0	14204.698146	0	0	14365.198442	14204.698146	0	0	14204.698146	0	0	14365.198442	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS369_3	215	82	0	0	14222.136574	0	0	14365.198442	14222.136574	0	0	14222.136574	0	0	14365.198442	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS369_4	214	83	0	0	14204.698146	0	0	14430.043498	14204.698146	0	0	14204.698146	0	0	14430.043498	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS369_4	215	83	0	0	14222.136574	0	0	14430.043498	14222.136574	0	0	14222.136574	0	0	14430.043498	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS369_5	214	84	0	0	14204.698146	0	0	14670.896661	14204.698146	0	0	14204.698146	0	0	14670.896661	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS369_5	215	84	0	0	14222.136574	0	0	14670.896661	14222.136574	0	0	14222.136574	0	0	14670.896661	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS450_1	214	85	0	0	14204.698146	0	0	14414.488643	14204.698146	0	0	14204.698146	0	0	14414.488643	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS450_1	215	85	0	0	14222.136574	0	0	14414.488643	14222.136574	0	0	14222.136574	0	0	14414.488643	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS450_2	214	86	0	0	14204.698146	0	0	14231.462889	14204.698146	0	0	14204.698146	0	0	14231.462889	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS450_2	215	86	0	0	14222.136574	0	0	14231.462889	14222.136574	0	0	14222.136574	0	0	14231.462889	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS450_3	214	87	0	0	14204.698146	0	0	14048.075801	14204.698146	0	0	14204.698146	0	0	14048.075801	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS450_3	215	87	0	0	14222.136574	0	0	14048.075801	14222.136574	0	0	14222.136574	0	0	14048.075801	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS450_4	214	88	0	0	14204.698146	0	0	14772.065428	14204.698146	0	0	14204.698146	0	0	14772.065428	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS450_4	215	88	0	0	14222.136574	0	0	14772.065428	14222.136574	0	0	14222.136574	0	0	14772.065428	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS450_5	214	89	0	0	14204.698146	0	0	14255.58265	14204.698146	0	0	14204.698146	0	0	14255.58265	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS450_5	215	89	0	0	14222.136574	0	0	14255.58265	14222.136574	0	0	14222.136574	0	0	14255.58265	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS462_1	214	90	0	0	14204.698146	0	0	15415.534927	14204.698146	0	0	14204.698146	0	0	15415.534927	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS462_1	215	90	0	0	14222.136574	0	0	15415.534927	14222.136574	0	0	14222.136574	0	0	15415.534927	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS462_2	214	91	0	0	14204.698146	0	0	14759.660837	14204.698146	0	0	14204.698146	0	0	14759.660837	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS462_2	215	91	0	0	14222.136574	0	0	14759.660837	14222.136574	0	0	14222.136574	0	0	14759.660837	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS462_3	214	92	0	0	14204.698146	0	0	14251.438799	14204.698146	0	0	14204.698146	0	0	14251.438799	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS462_3	215	92	0	0	14222.136574	0	0	14251.438799	14222.136574	0	0	14222.136574	0	0	14251.438799	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS462_4	214	93	0	0	14204.698146	0	0	14297.511075	14204.698146	0	0	14204.698146	0	0	14297.511075	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS462_4	215	93	0	0	14222.136574	0	0	14297.511075	14222.136574	0	0	14222.136574	0	0	14297.511075	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS462_5	214	94	0	0	14204.698146	0	0	16614.509728	14204.698146	0	0	14204.698146	0	0	16614.509728	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS462_5	215	94	0	0	14222.136574	0	0	16614.509728	14222.136574	0	0	14222.136574	0	0	16614.509728	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS481_1	214	95	0	0	14204.698146	0	0	14159.959294	14204.698146	0	0	14204.698146	0	0	14159.959294	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS481_1	215	95	0	0	14222.136574	0	0	14159.959294	14222.136574	0	0	14222.136574	0	0	14159.959294	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS481_2	214	96	0	0	14204.698146	0	0	14441.283835	14204.698146	0	0	14204.698146	0	0	14441.283835	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS481_2	215	96	0	0	14222.136574	0	0	14441.283835	14222.136574	0	0	14222.136574	0	0	14441.283835	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS481_3	214	97	0	0	14204.698146	0	0	14985.316721	14204.698146	0	0	14204.698146	0	0	14985.316721	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS481_3	215	97	0	0	14222.136574	0	0	14985.316721	14222.136574	0	0	14222.136574	0	0	14985.316721	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS481_4	214	98	0	0	14204.698146	0	0	14117.920583	14204.698146	0	0	14204.698146	0	0	14117.920583	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS481_4	215	98	0	0	14222.136574	0	0	14117.920583	14222.136574	0	0	14222.136574	0	0	14117.920583	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS481_5	214	99	0	0	14204.698146	0	0	15216.290903	14204.698146	0	0	14204.698146	0	0	15216.290903	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS481_5	215	99	0	0	14222.136574	0	0	15216.290903	14222.136574	0	0	14222.136574	0	0	15216.290903	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS489_1	214	100	0	0	14204.698146	0	0	14483.750877	14204.698146	0	0	14204.698146	0	0	14483.750877	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS489_1	215	100	0	0	14222.136574	0	0	14483.750877	14222.136574	0	0	14222.136574	0	0	14483.750877	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS489_2	214	101	0	0	14204.698146	0	0	14586.9118	14204.698146	0	0	14204.698146	0	0	14586.9118	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS489_2	215	101	0	0	14222.136574	0	0	14586.9118	14222.136574	0	0	14222.136574	0	0	14586.9118	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS489_3	214	102	0	0	14204.698146	0	0	14258.180508	14204.698146	0	0	14204.698146	0	0	14258.180508	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS489_3	215	102	0	0	14222.136574	0	0	14258.180508	14222.136574	0	0	14222.136574	0	0	14258.180508	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS489_4	214	103	0	0	14204.698146	0	0	14689.744909	14204.698146	0	0	14204.698146	0	0	14689.744909	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS489_4	215	103	0	0	14222.136574	0	0	14689.744909	14222.136574	0	0	14222.136574	0	0	14689.744909	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v1TS489_5	214	104	0	0	14204.698146	0	0	15016.129417	14204.698146	0	0	14204.698146	0	0	15016.129417	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v1TS489_5	215	104	0	0	14222.136574	0	0	15016.129417	14222.136574	0	0	14222.136574	0	0	15016.129417	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS028_1	214	111	0	0	14204.698146	0	0	13618.224954	14204.698146	0	0	14204.698146	0	0	13618.224954	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS028_1	215	111	0	0	14222.136574	0	0	13618.224954	14222.136574	0	0	14222.136574	0	0	13618.224954	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS028_2	214	112	0	0	14204.698146	0	0	14084.644561	14204.698146	0	0	14204.698146	0	0	14084.644561	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS028_2	215	112	0	0	14222.136574	0	0	14084.644561	14222.136574	0	0	14222.136574	0	0	14084.644561	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS028_3	214	113	0	0	14204.698146	0	0	13900.617145	14204.698146	0	0	14204.698146	0	0	13900.617145	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS028_3	215	113	0	0	14222.136574	0	0	13900.617145	14222.136574	0	0	14222.136574	0	0	13900.617145	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS028_4	214	114	0	0	14204.698146	0	0	13674.341141	14204.698146	0	0	14204.698146	0	0	13674.341141	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS028_4	215	114	0	0	14222.136574	0	0	13674.341141	14222.136574	0	0	14222.136574	0	0	13674.341141	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS028_5	214	115	0	0	14204.698146	0	0	14229.10176	14204.698146	0	0	14204.698146	0	0	14229.10176	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS028_5	215	115	0	0	14222.136574	0	0	14229.10176	14222.136574	0	0	14222.136574	0	0	14229.10176	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS033_1	214	116	0	0	14204.698146	0	0	14845.158416	14204.698146	0	0	14204.698146	0	0	14845.158416	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS033_1	215	116	0	0	14222.136574	0	0	14845.158416	14222.136574	0	0	14222.136574	0	0	14845.158416	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS033_2	214	117	0	0	14204.698146	0	0	15543.341106	14204.698146	0	0	14204.698146	0	0	15543.341106	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS033_2	215	117	0	0	14222.136574	0	0	15543.341106	14222.136574	0	0	14222.136574	0	0	15543.341106	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS033_3	214	118	0	0	14204.698146	0	0	14502.888034	14204.698146	0	0	14204.698146	0	0	14502.888034	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS033_3	215	118	0	0	14222.136574	0	0	14502.888034	14222.136574	0	0	14222.136574	0	0	14502.888034	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS033_4	214	119	0	0	14204.698146	0	0	15734.699094	14204.698146	0	0	14204.698146	0	0	15734.699094	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS033_4	215	119	0	0	14222.136574	0	0	15734.699094	14222.136574	0	0	14222.136574	0	0	15734.699094	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS033_5	214	120	0	0	14204.698146	0	0	13900.129347	14204.698146	0	0	14204.698146	0	0	13900.129347	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS033_5	215	120	0	0	14222.136574	0	0	13900.129347	14222.136574	0	0	14222.136574	0	0	13900.129347	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS091_1	214	121	0	0	14204.698146	0	0	15308.941003	14204.698146	0	0	14204.698146	0	0	15308.941003	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS091_1	215	121	0	0	14222.136574	0	0	15308.941003	14222.136574	0	0	14222.136574	0	0	15308.941003	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS091_2	214	122	0	0	14204.698146	0	0	15999.980238	14204.698146	0	0	14204.698146	0	0	15999.980238	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS091_2	215	122	0	0	14222.136574	0	0	15999.980238	14222.136574	0	0	14222.136574	0	0	15999.980238	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS091_3	214	123	0	0	14204.698146	0	0	16047.345795	14204.698146	0	0	14204.698146	0	0	16047.345795	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS091_3	215	123	0	0	14222.136574	0	0	16047.345795	14222.136574	0	0	14222.136574	0	0	16047.345795	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS091_4	214	124	0	0	14204.698146	0	0	16805.257991	14204.698146	0	0	14204.698146	0	0	16805.257991	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS091_4	215	124	0	0	14222.136574	0	0	16805.257991	14222.136574	0	0	14222.136574	0	0	16805.257991	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS091_5	214	125	0	0	14204.698146	0	0	15121.59012	14204.698146	0	0	14204.698146	0	0	15121.59012	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS091_5	215	125	0	0	14222.136574	0	0	15121.59012	14222.136574	0	0	14222.136574	0	0	15121.59012	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS110_1	214	126	0	0	14204.698146	0	0	14790.000625	14204.698146	0	0	14204.698146	0	0	14790.000625	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS110_1	215	126	0	0	14222.136574	0	0	14790.000625	14222.136574	0	0	14222.136574	0	0	14790.000625	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS110_2	214	127	0	0	14204.698146	0	0	13918.919885	14204.698146	0	0	14204.698146	0	0	13918.919885	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS110_2	215	127	0	0	14222.136574	0	0	13918.919885	14222.136574	0	0	14222.136574	0	0	13918.919885	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS110_3	214	128	0	0	14204.698146	0	0	14103.987377	14204.698146	0	0	14204.698146	0	0	14103.987377	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS110_3	215	128	0	0	14222.136574	0	0	14103.987377	14222.136574	0	0	14222.136574	0	0	14103.987377	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS110_4	214	129	0	0	14204.698146	0	0	14593.072272	14204.698146	0	0	14204.698146	0	0	14593.072272	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS110_4	215	129	0	0	14222.136574	0	0	14593.072272	14222.136574	0	0	14222.136574	0	0	14593.072272	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS110_5	214	130	0	0	14204.698146	0	0	14906.198069	14204.698146	0	0	14204.698146	0	0	14906.198069	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS110_5	215	130	0	0	14222.136574	0	0	14906.198069	14222.136574	0	0	14222.136574	0	0	14906.198069	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS159_1	214	131	0	0	14204.698146	0	0	14610.793291	14204.698146	0	0	14204.698146	0	0	14610.793291	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS159_1	215	131	0	0	14222.136574	0	0	14610.793291	14222.136574	0	0	14222.136574	0	0	14610.793291	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS159_2	214	132	0	0	14204.698146	0	0	14926.993652	14204.698146	0	0	14204.698146	0	0	14926.993652	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS159_2	215	132	0	0	14222.136574	0	0	14926.993652	14222.136574	0	0	14222.136574	0	0	14926.993652	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS167_1	214	133	0	0	14204.698146	0	0	14917.818336	14204.698146	0	0	14204.698146	0	0	14917.818336	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS167_1	215	133	0	0	14222.136574	0	0	14917.818336	14222.136574	0	0	14222.136574	0	0	14917.818336	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS167_2	214	134	0	0	14204.698146	0	0	15256.083429	14204.698146	0	0	14204.698146	0	0	15256.083429	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS167_2	215	134	0	0	14222.136574	0	0	15256.083429	14222.136574	0	0	14222.136574	0	0	15256.083429	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS167_3	214	135	0	0	14204.698146	0	0	15453.835459	14204.698146	0	0	14204.698146	0	0	15453.835459	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS167_3	215	135	0	0	14222.136574	0	0	15453.835459	14222.136574	0	0	14222.136574	0	0	15453.835459	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS167_4	214	136	0	0	14204.698146	0	0	16203.293024	14204.698146	0	0	14204.698146	0	0	16203.293024	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS167_4	215	136	0	0	14222.136574	0	0	16203.293024	14222.136574	0	0	14222.136574	0	0	16203.293024	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS167_5	214	137	0	0	14204.698146	0	0	15298.621747	14204.698146	0	0	14204.698146	0	0	15298.621747	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS167_5	215	137	0	0	14222.136574	0	0	15298.621747	14222.136574	0	0	14222.136574	0	0	15298.621747	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS204_1	214	138	0	0	14204.698146	0	0	15188.544206	14204.698146	0	0	14204.698146	0	0	15188.544206	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS204_1	215	138	0	0	14222.136574	0	0	15188.544206	14222.136574	0	0	14222.136574	0	0	15188.544206	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS204_2	214	139	0	0	14204.698146	0	0	14390.714461	14204.698146	0	0	14204.698146	0	0	14390.714461	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS204_2	215	139	0	0	14222.136574	0	0	14390.714461	14222.136574	0	0	14222.136574	0	0	14390.714461	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS204_3	214	140	0	0	14204.698146	0	0	14615.238354	14204.698146	0	0	14204.698146	0	0	14615.238354	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS204_3	215	140	0	0	14222.136574	0	0	14615.238354	14222.136574	0	0	14222.136574	0	0	14615.238354	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS204_4	214	141	0	0	14204.698146	0	0	14545.616302	14204.698146	0	0	14204.698146	0	0	14545.616302	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS204_4	215	141	0	0	14222.136574	0	0	14545.616302	14222.136574	0	0	14222.136574	0	0	14545.616302	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS204_5	214	142	0	0	14204.698146	0	0	14102.517435	14204.698146	0	0	14204.698146	0	0	14102.517435	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS204_5	215	142	0	0	14222.136574	0	0	14102.517435	14222.136574	0	0	14222.136574	0	0	14102.517435	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS208_1	214	143	0	0	14204.698146	0	0	14350.580235	14204.698146	0	0	14204.698146	0	0	14350.580235	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS208_1	215	143	0	0	14222.136574	0	0	14350.580235	14222.136574	0	0	14222.136574	0	0	14350.580235	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS208_2	214	144	0	0	14204.698146	0	0	14737.46625	14204.698146	0	0	14204.698146	0	0	14737.46625	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS208_2	215	144	0	0	14222.136574	0	0	14737.46625	14222.136574	0	0	14222.136574	0	0	14737.46625	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS208_3	214	145	0	0	14204.698146	0	0	14571.879268	14204.698146	0	0	14204.698146	0	0	14571.879268	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS208_3	215	145	0	0	14222.136574	0	0	14571.879268	14222.136574	0	0	14222.136574	0	0	14571.879268	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS208_4	214	146	0	0	14204.698146	0	0	14307.990161	14204.698146	0	0	14204.698146	0	0	14307.990161	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS208_4	215	146	0	0	14222.136574	0	0	14307.990161	14222.136574	0	0	14222.136574	0	0	14307.990161	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS208_5	214	147	0	0	14204.698146	0	0	14128.149554	14204.698146	0	0	14204.698146	0	0	14128.149554	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS208_5	215	147	0	0	14222.136574	0	0	14128.149554	14222.136574	0	0	14222.136574	0	0	14128.149554	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS231_1	214	148	0	0	14204.698146	0	0	14070.864674	14204.698146	0	0	14204.698146	0	0	14070.864674	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS231_1	215	148	0	0	14222.136574	0	0	14070.864674	14222.136574	0	0	14222.136574	0	0	14070.864674	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS231_2	214	149	0	0	14204.698146	0	0	13113.256925	14204.698146	0	0	14204.698146	0	0	13113.256925	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS231_2	215	149	0	0	14222.136574	0	0	13113.256925	14222.136574	0	0	14222.136574	0	0	13113.256925	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS231_3	214	150	0	0	14204.698146	0	0	14375.409828	14204.698146	0	0	14204.698146	0	0	14375.409828	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS231_3	215	150	0	0	14222.136574	0	0	14375.409828	14222.136574	0	0	14222.136574	0	0	14375.409828	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS231_4	214	151	0	0	14204.698146	0	0	13837.384028	14204.698146	0	0	14204.698146	0	0	13837.384028	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS231_4	215	151	0	0	14222.136574	0	0	13837.384028	14222.136574	0	0	14222.136574	0	0	13837.384028	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS231_5	214	152	0	0	14204.698146	0	0	13633.396077	14204.698146	0	0	14204.698146	0	0	13633.396077	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS231_5	215	152	0	0	14222.136574	0	0	13633.396077	14222.136574	0	0	14222.136574	0	0	13633.396077	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS235_1	214	153	0	0	14204.698146	0	0	6772.456001	14204.698146	0	0	14204.698146	0	0	6772.456001	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS235_1	215	153	0	0	14222.136574	0	0	6772.456001	14222.136574	0	0	14222.136574	0	0	6772.456001	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS235_2	214	154	0	0	14204.698146	0	0	6423.139848	14204.698146	0	0	14204.698146	0	0	6423.139848	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS235_2	215	154	0	0	14222.136574	0	0	6423.139848	14222.136574	0	0	14222.136574	0	0	6423.139848	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS235_3	214	155	0	0	14204.698146	0	0	6542.553477	14204.698146	0	0	14204.698146	0	0	6542.553477	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS235_3	215	155	0	0	14222.136574	0	0	6542.553477	14222.136574	0	0	14222.136574	0	0	6542.553477	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS235_4	214	156	0	0	14204.698146	0	0	7234.500836	14204.698146	0	0	14204.698146	0	0	7234.500836	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS235_4	215	156	0	0	14222.136574	0	0	7234.500836	14222.136574	0	0	14222.136574	0	0	7234.500836	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS235_5	214	157	0	0	14204.698146	0	0	7513.926181	14204.698146	0	0	14204.698146	0	0	7513.926181	14204.698146	41.531948	36.425846	25
9DXF-assembly1.cif	M1239v2TS235_5	215	157	0	0	14222.136574	0	0	7513.926181	14222.136574	0	0	14222.136574	0	0	7513.926181	14222.136574	41.525424	36.416833	25
9DXD-assembly1.cif	M1239v2TS241_1	214	158	0	0	14204.698146	0	0	7827.502373	14204.698146	0	0	14204.698146	0	0	7827.502373	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v2TS241_1	215	158	0	0	14222.136574	0	0	7827.502373	14222.136574	0	0	14222.136574	0	0	7827.502373	14222.136574	20.724191	18.173141	12.5
9DXD-assembly1.cif	M1239v2TS241_2	214	159	0	0	14204.698146	0	0	6727.063815	14204.698146	0	0	14204.698146	0	0	6727.063815	14204.698146	20.746728	18.19426	12.5
9DXF-assembly1.cif	M1239v2TS241_2	215	159	0	0	14222.136574	0	0	6727.063815	14222.136574	0	0	14222.136574	0	0	6727.063815	14222.136574	20.724191	18.173141	12.5
